id,label,randomnumber,organism,UGness
A0A3R7X7W1,GII intron,1711,bacterial,nonUG
T0XWA2,GII intron,1712,bacterial,nonUG
A0A1V5VVB1,GII intron,1712,bacterial,nonUG
A0A4Y2MSU1,GII intron,1713,bacterial,nonUG
X5J9G3,GII intron,1713,bacterial,nonUG
A0A7V5RKL0,GII intron,1714,bacterial,nonUG
A0A518BBG8,GII intron,1714,bacterial,nonUG
A0A644W8T8,GII intron,1715,bacterial,nonUG
A0A1M6YDE7,GII intron,1715,bacterial,nonUG
A0A0F9ESY3,GII intron,1716,bacterial,nonUG
A0A4U1A0B9,GII intron,1716,bacterial,nonUG
A0A418Y4U6,GII intron,1717,bacterial,nonUG
A0A5R8K6X2,GII intron,1717,bacterial,nonUG
A0A2B2C619,GII intron,1718,bacterial,nonUG
A0A1M7YGE5,GII intron,1718,bacterial,nonUG
A0A7X7VHD1,GII intron,1719,bacterial,nonUG
A0A1H0ETJ9,G2L/CRISPR,1719,bacterial,nonUG
A0A3P1WSN8,G2L/CRISPR,1720,bacterial,nonUG
A0A2A5J076,G2L/CRISPR,1720,bacterial,nonUG
A0A495L2B7,G2L/CRISPR,1721,bacterial,nonUG
A0A556Q831,G2L/CRISPR,1721,bacterial,nonUG
A0A4Y9EV24,G2L/CRISPR,1722,bacterial,nonUG
A0A1F9MKV5,G2L/CRISPR,1722,bacterial,nonUG
V4JME3,G2L/CRISPR,1723,bacterial,nonUG
A0A1E4BA48,G2L/CRISPR,1723,bacterial,nonUG
G2DYQ3,G2L/CRISPR,1724,bacterial,nonUG
A0A7Y5LPY1,G2L/CRISPR,1724,bacterial,nonUG
A0A836SGW4,G2L/CRISPR,1725,bacterial,nonUG
D4MA43,G2L/CRISPR,1725,bacterial,nonUG
H8YVT4,G2L/CRISPR,1726,bacterial,nonUG
A0A7D5ND40,G2L/CRISPR,1726,bacterial,nonUG
A0A847GZ08,G2L/CRISPR,1727,bacterial,nonUG
A0A7D8YFB4,G2L/CRISPR,1727,bacterial,nonUG
A0A7Z0KYW6,G2L/CRISPR,1728,bacterial,nonUG
A0A7C5LSY4,G2L/CRISPR,1728,bacterial,nonUG
J9DDV2,G2L/CRISPR,1729,bacterial,nonUG
A0A4R5U6I3,G2L/CRISPR,1729,bacterial,nonUG
Q7MC43,G2L/CRISPR,1730,bacterial,nonUG
A0A0F4Q940,G2L/CRISPR,1730,bacterial,nonUG
A0A437JM08,G2L/CRISPR,1731,bacterial,nonUG
A0A1F4NN58,G2L/CRISPR,1731,bacterial,nonUG
A0A259QM72,G2L/CRISPR,1732,bacterial,nonUG
A0A523Q7B1,G2L/CRISPR,1732,bacterial,nonUG
A0A347UQ58,G2L/CRISPR,1733,bacterial,nonUG
A0A1M4VB00,G2L/CRISPR,1733,bacterial,nonUG
A0A0W8JB31,G2L/CRISPR,1734,bacterial,nonUG
A0A0F4P871,G2L/CRISPR,1734,bacterial,nonUG
A0A1J5IBV5,G2L/CRISPR,1735,bacterial,nonUG
A0A349HDB6,G2L/CRISPR,1735,bacterial,nonUG
A0A2P1PTT3,G2L/CRISPR,1736,bacterial,nonUG
A0A2G6KXE4,G2L/CRISPR,1736,bacterial,nonUG
A0A1J5UCP8,G2L/CRISPR,1737,bacterial,nonUG
A0A8A9EJ17,G2L/CRISPR,1737,bacterial,nonUG
A0A3A4K6G5,G2L/CRISPR,1738,bacterial,nonUG
A0A3M2C0Y3,G2L/CRISPR,1738,bacterial,nonUG
A0A2H0XXD2,G2L/CRISPR,1739,bacterial,nonUG
A0A6C2YSZ1,G2L/CRISPR,1739,bacterial,nonUG
A0A5C6B6Q1,G2L/CRISPR,1740,bacterial,nonUG
A0A1W9TI89,G2L/CRISPR,1740,bacterial,nonUG
A0A1V4AX65,G2L/CRISPR,1741,bacterial,nonUG
A0A7V6CRB5,G2L/CRISPR,1741,bacterial,nonUG
A0A1C3FEY3,G2L/CRISPR,1742,bacterial,nonUG
A0A1W9LVU5,G2L/CRISPR,1742,bacterial,nonUG
A0A380MXW7,G2L/CRISPR,1743,bacterial,nonUG
A0A263BRN9,G2L/CRISPR,1743,bacterial,nonUG
A0A2M7I4N7,G2L/CRISPR,1744,bacterial,nonUG
A0A7Y0TQX7,G2L/CRISPR,1744,bacterial,nonUG
A0A800C7G2,G2L/CRISPR,1745,bacterial,nonUG
W4M085,G2L/CRISPR,1745,bacterial,nonUG
A0A3M1TXM6,G2L/CRISPR,1746,bacterial,nonUG
A0A6P0HTX8,G2L/CRISPR,1746,bacterial,nonUG
A0A3M1PJT0,G2L/CRISPR,1747,bacterial,nonUG
A0A662NGV8,G2L/CRISPR,1747,bacterial,nonUG
A0A2M7T6K2,G2L/CRISPR,1748,bacterial,nonUG
A0A3N1AWY4,G2L/CRISPR,1748,bacterial,nonUG
A0A1J5A8Y9,G2L/CRISPR,1749,bacterial,nonUG
A0A7C4QK90,G2L/CRISPR,1749,bacterial,nonUG
A0A6L4ZSM2,G2L/CRISPR,1750,bacterial,nonUG
A0A7C3YAF2,G2L/CRISPR,1750,bacterial,nonUG
A0A3A0BUZ9,G2L/CRISPR,1751,bacterial,nonUG
A0A399ZDK3,G2L/CRISPR,1751,bacterial,nonUG
A0A495ZKL8,G2L/CRISPR,1752,bacterial,nonUG
A7NMI6,G2L/CRISPR,1752,bacterial,nonUG
A0A7V2UBX8,G2L/CRISPR,1753,bacterial,nonUG
A0A0M2UVS7,G2L/CRISPR,1753,bacterial,nonUG
A0A5C5XMY0,G2L/CRISPR,1754,bacterial,nonUG
A0A7V2E9D6,G2L/CRISPR,1754,bacterial,nonUG
A0A1V1P661,G2L/CRISPR,1755,bacterial,nonUG
A0A2A9FI44,G2L/CRISPR,1755,bacterial,nonUG
A0A1Q9YEJ2,G2L/CRISPR,1756,bacterial,nonUG
A0A1V1P2H0,G2L/CRISPR,1756,bacterial,nonUG
A0A832A1S9,G2L/CRISPR,1757,bacterial,nonUG
A0A7X6WKT5,G2L/CRISPR,1757,bacterial,nonUG
A0A2V3JID7,G2L/CRISPR,1758,bacterial,nonUG
A0A7C4FU34,G2L/CRISPR,1758,bacterial,nonUG
A0A7C3MTS0,G2L/CRISPR,1759,bacterial,nonUG
A0A7X7EKK8,G2L/CRISPR,1759,bacterial,nonUG
A0A3M1TSJ9,G2L/CRISPR,1760,bacterial,nonUG
A0A6N2CXZ7,G2L/CRISPR,1760,bacterial,nonUG
A0A2L2MZH9,G2L/CRISPR,1761,bacterial,nonUG
A0A402D623,G2L/CRISPR,1761,bacterial,nonUG
A0A4R2RBR5,G2L/CRISPR,1762,bacterial,nonUG
A0A3C2EIW7,G2L/CRISPR,1762,bacterial,nonUG
S2KXS1,G2L/CRISPR,1763,bacterial,nonUG
A0A3P5WQN8,G2L/CRISPR,1763,bacterial,nonUG
A0A6N0LQ16,G2L/CRISPR,1764,bacterial,nonUG
A0A347V5W3,G2L/CRISPR,1764,bacterial,nonUG
A0A7C9MA84,G2L/CRISPR,1765,bacterial,nonUG
L0H2H6,G2L/CRISPR,1765,bacterial,nonUG
A0A1F6LLT4,G2L/CRISPR,1766,bacterial,nonUG
A0A3A4PYY0,G2L/CRISPR,1766,bacterial,nonUG
A0A6H9L8W7,G2L/CRISPR,1767,bacterial,nonUG
A0A2N2FAV0,G2L/CRISPR,1767,bacterial,nonUG
A0A4P5VTS5,G2L/CRISPR,1768,bacterial,nonUG
T1B4R9,G2L/CRISPR,1768,bacterial,nonUG
A0A1M3MAZ0,G2L/CRISPR,1769,bacterial,nonUG
A0A7C8B792,G2L/CRISPR,1769,bacterial,nonUG
A0A7Y5T2X2,G2L/CRISPR,1770,bacterial,nonUG
A0A7Y5ETP2,G2L/CRISPR,1770,bacterial,nonUG
A0A3D8HC39,G2L/CRISPR,1771,bacterial,nonUG
A0A3C2ECF9,G2L/CRISPR,1771,bacterial,nonUG
A0A6N6SMM3,G2L/CRISPR,1772,bacterial,nonUG
A0A318CY37,G2L/CRISPR,1772,bacterial,nonUG
F2NE25,G2L/CRISPR,1773,bacterial,nonUG
A0A661T406,G2L/CRISPR,1773,bacterial,nonUG
A0A399WKQ1,G2L/CRISPR,1774,bacterial,nonUG
A0A661Q1D6,G2L/CRISPR,1774,bacterial,nonUG
A0A0B0EEW2,G2L/CRISPR,1775,bacterial,nonUG
A0A660UJU8,G2L/CRISPR,1775,bacterial,nonUG
A0A7C4BUZ7,G2L/CRISPR,1776,bacterial,nonUG
A0A1V1PG08,G2L/CRISPR,1776,bacterial,nonUG
A0A849WI53,G2L/CRISPR,1777,bacterial,nonUG
A0A1C6JC61,G2L/CRISPR,1777,bacterial,nonUG
A0A1E5A5F5,DGRs,1778,bacterial,nonUG
A0A2K8U6G9,DGRs,1778,bacterial,nonUG
A0A0M1JIE7,DGRs,1779,bacterial,nonUG
A0A7V7MJ21,DGRs,1779,bacterial,nonUG
A0A1T4YH99,DGRs,1780,bacterial,nonUG
A0A3C1PLS4,DGRs,1780,bacterial,nonUG
A0A2M7KIV0,DGRs,1781,bacterial,nonUG
A0A7C6I7V7,DGRs,1781,bacterial,nonUG
A0A1V1NUW5,DGRs,1782,bacterial,nonUG
A0A832UT94,DGRs,1782,bacterial,nonUG
A0A3D4S1U1,DGRs,1783,bacterial,nonUG
A0A518BG02,DGRs,1783,bacterial,nonUG
A0A4P5WT07,DGRs,1784,bacterial,nonUG
A0A4P5VUP6,DGRs,1784,bacterial,nonUG
A0A2M8B6J4,DGRs,1785,bacterial,nonUG
A0A1E4ZMZ6,DGRs,1785,bacterial,nonUG
A0A2E7BSY0,DGRs,1786,bacterial,nonUG
A0A7C1CN17,DGRs,1786,bacterial,nonUG
A0A2M7KYT4,DGRs,1787,bacterial,nonUG
A0A353Z5U1,DGRs,1787,bacterial,nonUG
A0A533QMH6,DGRs,1788,bacterial,nonUG
A0A850AS55,DGRs,1788,bacterial,nonUG
A0A2H0XWR5,DGRs,1789,bacterial,nonUG
A0A7V2NRH4,DGRs,1789,bacterial,nonUG
A0A2G2M771,DGRs,1790,bacterial,nonUG
A0A0P7YP32,DGRs,1790,bacterial,nonUG
A0A4Q0J2W6,DGRs,1791,bacterial,nonUG
A0A6A2JJ34,DGRs,1791,bacterial,nonUG
A0A3A5R5S2,DGRs,1792,bacterial,nonUG
A0A373ZQH3,DGRs,1792,bacterial,nonUG
A0A6F9ZLW4,DGRs,1793,bacterial,nonUG
A0A1M7AJN1,DGRs,1793,bacterial,nonUG
A0A3D0WR64,DGRs,1794,bacterial,nonUG
A0A6S6SLT5,DGRs,1794,bacterial,nonUG
A0A3D2NB66,DGRs,1795,bacterial,nonUG
A0A4R2LJY5,DGRs,1795,bacterial,nonUG
A0A0G0HL24,DGRs,1796,bacterial,nonUG
A0A2J0MNF4,DGRs,1796,bacterial,nonUG
A0A316B823,DGRs,1797,bacterial,nonUG
V5F7P9,DGRs,1797,bacterial,nonUG
A0A379Y253,DGRs,1798,bacterial,nonUG
A0A2T5NN85,DGRs,1798,bacterial,nonUG
A0A2M7NCR6,DGRs,1799,bacterial,nonUG
A0A0S2JBX1,DGRs,1799,bacterial,nonUG
A0A2S7DEN0,DGRs,1800,bacterial,nonUG
A0A1G0M0Q9,DGRs,1800,bacterial,nonUG
A0A832AT28,DGRs,1801,bacterial,nonUG
A0A2K8UDA3,DGRs,1801,bacterial,nonUG
A0A1J4RSW2,DGRs,1802,bacterial,nonUG
D5CUB0,DGRs,1802,bacterial,nonUG
A0A2E1Q549,DGRs,1803,bacterial,nonUG
A0A258W1Y7,DGRs,1803,bacterial,nonUG
A0A349HRL3,DGRs,1804,bacterial,nonUG
A0A851I2H5,DGRs,1804,bacterial,nonUG
A0A2N0KBY0,DGRs,1805,bacterial,nonUG
R5NE19,DGRs,1805,bacterial,nonUG
A0A1Q6LA92,DGRs,1806,bacterial,nonUG
A0A1F4MH79,DGRs,1806,bacterial,nonUG
A0A2D3WVK8,DGRs,1807,bacterial,nonUG
A0A7G8X023,DGRs,1807,bacterial,nonUG
A0A2P8EI60,DGRs,1808,bacterial,nonUG
A0A1H3BKT0,DGRs,1808,bacterial,nonUG
A0A416S7S1,DGRs,1809,bacterial,nonUG
A0A2K4ZGW4,DGRs,1809,bacterial,nonUG
A0A3R6MCN2,DGRs,1810,bacterial,nonUG
A0A2X2UDJ1,DGRs,1810,bacterial,nonUG
A0A7X8WEQ6,DGRs,1811,bacterial,nonUG
A0A645DCM4,DGRs,1811,bacterial,nonUG
A0A1G0MAT7,DGRs,1812,bacterial,nonUG
A0A4R3JVJ7,DGRs,1812,bacterial,nonUG
B8GRZ4,DGRs,1813,bacterial,nonUG
A0A849KRM8,DGRs,1813,bacterial,nonUG
A0A1C5RVB7,DGRs,1814,bacterial,nonUG
A0A285Q2K9,DGRs,1814,bacterial,nonUG
A0A847R651,DGRs,1815,bacterial,nonUG
A0A1V5UWM7,DGRs,1815,bacterial,nonUG
A0A0G1JEJ2,DGRs,1816,bacterial,nonUG
A0A1M3BT46,DGRs,1816,bacterial,nonUG
A0A0G0JI56,DGRs,1817,bacterial,nonUG
A0A258VWL0,DGRs,1817,bacterial,nonUG
A0A2S3QSZ7,DGRs,1818,bacterial,nonUG
A0A419G9J5,DGRs,1818,bacterial,nonUG
A0A1F7UTP9,DGRs,1819,bacterial,nonUG
A0A0G0RP17,DGRs,1819,bacterial,nonUG
A0A1F4NQU8,DGRs,1820,bacterial,nonUG
A0A0G1XSN9,DGRs,1820,bacterial,nonUG
A0A2M7V732,DGRs,1821,bacterial,nonUG
A0A1G2PQ69,DGRs,1821,bacterial,nonUG
A0A1F6N9N1,DGRs,1822,bacterial,nonUG
A0A5C7WAV5,DGRs,1822,bacterial,nonUG
A0A1G1A8C1,DGRs,1823,bacterial,nonUG
A0A6N8JPU7,DGRs,1823,bacterial,nonUG
S4GT69,DGRs,1824,bacterial,nonUG
R7N9L9,DGRs,1824,bacterial,nonUG
A0A1Q6JPH1,DGRs,1825,bacterial,nonUG
A0A1Y4HUA0,DGRs,1825,bacterial,nonUG
A0A6N8JT70,DGRs,1826,bacterial,nonUG
A0A5K1IKD5,DGRs,1826,bacterial,nonUG
A0A1G5AFK2,DGRs,1827,bacterial,nonUG
A0A7C6SL11,DGRs,1827,bacterial,nonUG
A0A2K4ZKP7,DGRs,1828,bacterial,nonUG
A0A7X2P831,DGRs,1828,bacterial,nonUG
A0A374ABV3,DGRs,1829,bacterial,nonUG
A0A1H0P842,DGRs,1829,bacterial,nonUG
A0A349YHH5,DGRs,1830,bacterial,nonUG
A0A1I5INH2,DGRs,1830,bacterial,nonUG
A0A173XPJ6,DGRs,1831,bacterial,nonUG
R6H5G0,DGRs,1831,bacterial,nonUG
A0A4S2HCQ2,DGRs,1832,bacterial,nonUG
R6GLF4,DGRs,1832,bacterial,nonUG
A0A143XZK4,DGRs,1833,bacterial,nonUG
A0A6N7VZ19,DGRs,1833,bacterial,nonUG
A0A3C1LSM0,DGRs,1834,bacterial,nonUG
A0A415JNB5,DGRs,1834,bacterial,nonUG
A0A143WWL9,DGRs,1835,bacterial,nonUG
A0A413B1B6,DGRs,1835,bacterial,nonUG
W0FH76,DGRs,1836,bacterial,nonUG
A0A3E2VUI6,DGRs,1836,bacterial,nonUG
A0A412HYM9,DGRs,1837,bacterial,nonUG
A0A4Z0D583,DGRs,1837,bacterial,nonUG
A0A7T4NJW2,DGRs,1838,bacterial,nonUG
R5FQK9,DGRs,1838,bacterial,nonUG
R5M915,DGRs,1839,bacterial,nonUG
A0A1Q6LIW7,DGRs,1839,bacterial,nonUG
R7IJS1,DGRs,1840,bacterial,nonUG
R6AZU9,DGRs,1840,bacterial,nonUG
A0A1F8ULK9,DGRs,1841,bacterial,nonUG
A0A350TI56,DGRs,1841,bacterial,nonUG
A0A252F313,DGRs,1842,bacterial,nonUG
A0A1Q6JRE1,DGRs,1842,bacterial,nonUG
A0A317UBP4,DGRs,1843,bacterial,nonUG
A0A1M6M5A6,DGRs,1843,bacterial,nonUG
A0A1S6HHE2,DGRs,1844,bacterial,nonUG
A0A4R3USP9,DGRs,1844,bacterial,nonUG
A0A1F6WMN9,DGRs,1845,bacterial,nonUG
A0A1J5EWP5,DGRs,1845,bacterial,nonUG
A0A2G9ME30,DGRs,1846,bacterial,nonUG
A0A7Y0EPZ3,DGRs,1846,bacterial,nonUG
A0A6N7RM83,DGRs,1847,bacterial,nonUG
A0A4Q2K0U8,DGRs,1847,bacterial,nonUG
A0A1C5N0E2,DGRs,1848,bacterial,nonUG
A0A174B5V1,DGRs,1848,bacterial,nonUG
A0A417FQ91,DGRs,1849,bacterial,nonUG
A0A6N2TW50,DGRs,1849,bacterial,nonUG
A0A1Q6TIP7,DGRs,1850,bacterial,nonUG
A0A416G2W1,DGRs,1850,bacterial,nonUG
A0A2N5P2J8,DGRs,1851,bacterial,nonUG
A0A2V2FT00,DGRs,1851,bacterial,nonUG
A0A2N5P3N6,DGRs,1852,bacterial,nonUG
A0A3D2D981,DGRs,1852,bacterial,nonUG
A0A357TPP5,DGRs,1853,bacterial,nonUG
A0A1H3XCK8,DGRs,1853,bacterial,nonUG
A0A349YIY8,DGRs,1854,bacterial,nonUG
A0A1F8V0T1,DGRs,1854,bacterial,nonUG
A0A2T3FAP7,DGRs,1855,bacterial,nonUG
A0A1C5VTC4,DGRs,1855,bacterial,nonUG
A0A2V2FIK6,DGRs,1856,bacterial,nonUG
A0A1Q6RLC1,DGRs,1856,bacterial,nonUG
A0A6N7WI78,DGRs,1857,bacterial,nonUG
A0A0B2K0S1,DGRs,1857,bacterial,nonUG
A0A2U1CFG3,DGRs,1858,bacterial,nonUG
A0A417QWZ1,DGRs,1858,bacterial,nonUG
A0A173S204,DGRs,1859,bacterial,nonUG
A0A7U9XET2,DGRs,1859,bacterial,nonUG
A0A1G5CKX9,DGRs,1860,bacterial,nonUG
A0A174X0R2,DGRs,1860,bacterial,nonUG
A0A644XSY0,DGRs,1861,bacterial,nonUG
A0A4P6YWX5,DGRs,1861,bacterial,nonUG
A0A1C6DC36,DGRs,1862,bacterial,nonUG
A0A0J6WUF3,DGRs,1862,bacterial,nonUG
A0A3E4VCN9,DGRs,1863,bacterial,nonUG
A0A849CV99,DGRs,1863,bacterial,nonUG
A0A350KNR2,DGRs,1864,bacterial,nonUG
A0A0D8J2G4,DGRs,1864,bacterial,nonUG
A0A356J2R7,DGRs,1865,bacterial,nonUG
A0A3E2TNX4,DGRs,1865,bacterial,nonUG
A0A1H0GWY9,DGRs,1866,bacterial,nonUG
A0A5P0X1W9,DGRs,1866,bacterial,nonUG
A0A6G1V5R5,DGRs,1867,bacterial,nonUG
A0A353Q5Z7,DGRs,1867,bacterial,nonUG
A0A3L8AE97,DGRs,1868,bacterial,nonUG
A0A4V1K5Q3,DGRs,1868,bacterial,nonUG
A0A828VQ65,DGRs,1869,bacterial,nonUG
A0A564WS48,DGRs,1869,bacterial,nonUG
C4Z5S9,DGRs,1870,bacterial,nonUG
A0A7U9R2D0,DGRs,1870,bacterial,nonUG
A0A843DRJ7,DGRs,1871,bacterial,nonUG
A0A5J4QU36,DGRs,1871,bacterial,nonUG
A0A646HMT0,DGRs,1872,bacterial,nonUG
A0A379GAA3,DGRs,1872,bacterial,nonUG
A0A4Y8VQV8,DGRs,1873,bacterial,nonUG
A0A292RVG8,DGRs,1873,bacterial,nonUG
A0A327JIZ8,DGRs,1874,bacterial,nonUG
A0A316S8B1,DGRs,1874,bacterial,nonUG
A0A3N2M4R4,DGRs,1875,bacterial,nonUG
A0A3N2KNP0,DGRs,1875,bacterial,nonUG
A0A255S4Z5,DGRs,1876,bacterial,nonUG
R6TX26,DGRs,1876,bacterial,nonUG
A0A174VX16,DGRs,1877,bacterial,nonUG
A0A843E0T5,DGRs,1877,bacterial,nonUG
A0A3C2D4P4,DGRs,1878,bacterial,nonUG
A0A3N2MIV3,DGRs,1878,bacterial,nonUG
R6FCS8,DGRs,1879,bacterial,nonUG
A0A843IDA1,DGRs,1879,bacterial,nonUG
A0A4Q5H7J4,DGRs,1880,bacterial,nonUG
A0A139L2A4,DGRs,1880,bacterial,nonUG
R5CA81,DGRs,1881,bacterial,nonUG
A0A2L2WMZ8,DGRs,1881,bacterial,nonUG
A0A377J340,DGRs,1882,bacterial,nonUG
A0A143XSF0,G2L/CRISPR,1882,bacterial,nonUG
A0A1G4SXF7,G2L/CRISPR,1883,bacterial,nonUG
A0A6I3I790,G2L/CRISPR,1883,bacterial,nonUG
A0A7X8X8U4,G2L/CRISPR,1884,bacterial,nonUG
A0A3D0HM21,G2L/CRISPR,1884,bacterial,nonUG
A0A1Y4QJ61,G2L/CRISPR,1885,bacterial,nonUG
A0A7X8JP74,G2L/CRISPR,1885,bacterial,nonUG
A0A563D4U1,G2L/CRISPR,1886,bacterial,nonUG
M6CQU0,G2L/CRISPR,1886,bacterial,nonUG
T0FE52,G2L/CRISPR,1887,bacterial,nonUG
A0A6H3NP87,G2L/CRISPR,1887,bacterial,nonUG
A0A4U2L366,G2L/CRISPR,1888,bacterial,nonUG
A0A4U2KVR3,G2L/CRISPR,1888,bacterial,nonUG
A0A1T4K562,G2L/CRISPR,1889,bacterial,nonUG
A0A1B6BG06,G2L/CRISPR,1889,bacterial,nonUG
A0A2N2BRX0,G2L/CRISPR,1890,bacterial,nonUG
I7LG99,G2L/CRISPR,1890,bacterial,nonUG
A0A1G4VUE6,G2L/CRISPR,1891,bacterial,nonUG
A0A7X7QLN0,G2L/CRISPR,1891,bacterial,nonUG
A0A133UDY8,G2L/CRISPR,1892,bacterial,nonUG
A0A0M9DZB1,G2L/CRISPR,1892,bacterial,nonUG
A0A1W1EEJ9,G2L/CRISPR,1893,bacterial,nonUG
A0A6S6U9W9,G2L/CRISPR,1893,bacterial,nonUG
A0A2G6H986,G2L/CRISPR,1894,bacterial,nonUG
A0A0A2F5U6,G2L/CRISPR,1894,bacterial,nonUG
A0A6L5WIC2,G2L/CRISPR,1895,bacterial,nonUG
A0A7V4QDT3,G2L/CRISPR,1895,bacterial,nonUG
A0A3N1YEI8,G2L/CRISPR,1896,bacterial,nonUG
A0A2G6BN26,G2L/CRISPR,1896,bacterial,nonUG
A0A519BLH9,G2L/CRISPR,1897,bacterial,nonUG
A0A318THF5,G2L/CRISPR,1897,bacterial,nonUG
A0A6M1LFS3,G2L/CRISPR,1898,bacterial,nonUG
A0A430EM92,G2L/CRISPR,1898,bacterial,nonUG
A0A6N6VJH7,G2L/CRISPR,1899,bacterial,nonUG
A0A353Z7E2,G2L/CRISPR,1899,bacterial,nonUG
A0A1W2EM29,G2L/CRISPR,1900,bacterial,nonUG
A0A7Z1V2N1,G2L/CRISPR,1900,bacterial,nonUG
A0A651FN34,G2L/CRISPR,1901,bacterial,nonUG
A0A3A0F1P1,G2L/CRISPR,1901,bacterial,nonUG
A0A1L6L488,G2L/CRISPR,1902,bacterial,nonUG
A0A3M2WDG4,G2L/CRISPR,1902,bacterial,nonUG
A0A245ZMC4,G2L/CRISPR,1903,bacterial,nonUG
A0A839PH79,G2L/CRISPR,1903,bacterial,nonUG
A0A1I6UKK0,G2L/CRISPR,1904,bacterial,nonUG
Q2YAI4,G2L/CRISPR,1904,bacterial,nonUG
A0A2S4LS20,G2L/CRISPR,1905,bacterial,nonUG
A0A2E7GHZ1,G2L/CRISPR,1905,bacterial,nonUG
A0A1F3VFN2,G2L/CRISPR,1906,bacterial,nonUG
R6IRE0,G2L/CRISPR,1906,bacterial,nonUG
A0A1G1XZW3,G2L/CRISPR,1907,bacterial,nonUG
A0A4U1G5D3,G2L/CRISPR,1907,bacterial,nonUG
A0A1M5WSZ4,G2L/CRISPR,1908,bacterial,nonUG
A0A1L9GUY0,G2L/CRISPR,1908,bacterial,nonUG
A0A7S7NXY0,G2L/CRISPR,1909,bacterial,nonUG
A0A7G8BES8,G2L/CRISPR,1909,bacterial,nonUG
A0A1G1L390,G2L/CRISPR,1910,bacterial,nonUG
A0A7S6M164,G2L/CRISPR,1910,bacterial,nonUG
A0A399WZN8,G2L/CRISPR,1911,bacterial,nonUG
A0A0G0RRT4,G2L/CRISPR,1911,bacterial,nonUG
A0A7W4DRE0,G2L/CRISPR,1912,bacterial,nonUG
A0A7T9QB54,G2L/CRISPR,1912,bacterial,nonUG
I4B0C5,G2L/CRISPR,1913,bacterial,nonUG
A0A2H0RRZ4,G2L/CRISPR,1913,bacterial,nonUG
A0A4R7NSH1,G2L/CRISPR,1914,bacterial,nonUG
A0A2D6EP68,G2L/CRISPR,1914,bacterial,nonUG
A0A5C7RFN9,G2L/CRISPR,1915,bacterial,nonUG
A0A4Q8T870,G2L/CRISPR,1915,bacterial,nonUG
A0A2R4XLR1,G2L/CRISPR,1916,bacterial,nonUG
A0A850GZI3,G2L/CRISPR,1916,bacterial,nonUG
A0A4D8R3J3,G2L/CRISPR,1917,bacterial,nonUG
A0A832DHV7,G2L/CRISPR,1917,bacterial,nonUG
A0A2S3W493,G2L/CRISPR,1918,bacterial,nonUG
A0A1P8QLC9,G2L/CRISPR,1918,bacterial,nonUG
A0A3B9ESB6,G2L/CRISPR,1919,bacterial,nonUG
A0A2E2QBD5,G2L/CRISPR,1919,bacterial,nonUG
N0B891,G2L/CRISPR,1920,bacterial,nonUG
A0A2E2M3V7,G2L/CRISPR,1920,bacterial,nonUG
A0A6P1R5G6,G2L/CRISPR,1921,bacterial,nonUG
A0A2N5LNU8,G2L/CRISPR,1921,bacterial,nonUG
A0A1Y3CSW2,G2L/CRISPR,1922,bacterial,nonUG
A0A2T1IX34,G2L/CRISPR,1922,bacterial,nonUG
A0A009F607,G2L/CRISPR,1923,bacterial,nonUG
A0A3T0E6K2,G2L/CRISPR,1923,bacterial,nonUG
A0A285Q094,G2L/CRISPR,1924,bacterial,nonUG
A0A2D8YC27,G2L/CRISPR,1924,bacterial,nonUG
A0A1D7W544,UG17,1925,bacterial,UG
A0A7Y9SFI2,UG17,1925,bacterial,UG
A0A251Y2I1,UG17,1926,bacterial,UG
A0A4R8UER9,UG17,1926,bacterial,UG
A0A5A7MHU1,UG17,1927,bacterial,UG
A0A3E0VJK2,UG17,1927,bacterial,UG
A0A251Z4Q5,UG17,1928,bacterial,UG
A0A3N2CZZ0,UG17,1928,bacterial,UG
A0A3M5ISE5,UG17,1929,bacterial,UG
A0A2T5E9K4,UG17,1929,bacterial,UG
I2DSW1,UG17,1930,bacterial,UG
A0A0H5PX45,UG17,1930,bacterial,UG
A0A4Q8Y3A7,UG17,1931,bacterial,UG
A0A7W7K5D2,UG17,1931,bacterial,UG
A0A386TDP8,UG17,1932,bacterial,UG
A0A7W2N9C4,UG17,1932,bacterial,UG
A0A800JNY0,UG17,1933,bacterial,UG
R4YT38,UG17,1933,bacterial,UG
A0A1G3TCY5,UG17,1934,bacterial,UG
A0A7C5NAH7,UG17,1934,bacterial,UG
A0A7C9H584,UG17,1935,bacterial,UG
A0A4R1K2V9,UG17,1935,bacterial,UG
A0A6N7S4U0,UG17,1936,bacterial,UG
A0A0F9SWZ5,UG17,1936,bacterial,UG
A0A1N6FP59,UG17,1937,bacterial,UG
A0A6N7E1Q8,UG17,1937,bacterial,UG
A0A2I0QRF7,UG17,1938,bacterial,UG
A0A7S7EU63,UG17,1938,bacterial,UG
A0A4R4E7Z1,UG17,1939,bacterial,UG
A0A177SC86,UG17,1939,bacterial,UG
A0A2N8Q0I5,UG17,1940,bacterial,UG
A0A842CHN6,UG17,1940,bacterial,UG
A0A1X6WM98,UG17,1941,bacterial,UG
A0A0K3A446,UG17,1941,bacterial,UG
B8DM78,UG17,1942,bacterial,UG
C6BRH7,UG17,1942,bacterial,UG
A0A496BQ42,UG17,1943,bacterial,UG
A0A6G1TYW2,UG17,1943,bacterial,UG
A0A3C1Y8M0,UG17,1944,bacterial,UG
A0A0C5SCQ1,UG17,1944,bacterial,UG
